Username,Last name,First name,Email address,Status,Started,Completed,Duration,Grade/100.00,Question 1,Response 1,Right answer 1
id_19895015,Lin,Dawn,d.lin@student.example.com,Finished,7 July 2025  9:09 PM,8 July 2025  8:56 PM,23 hours 46 mins,100.0,"Variable 1: \({7,465}\)     Variable 2: \({803}\)    Questions: \({9}\) and \({11}\)   ",Seed: 568395; ans1: 7465 [score]; ans2: 3 [score]; ans3: 28 [score]; ans4: 8 [score]; ans5: 4 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 568395; ans1: 7465 [score]; ans2: 3 [score]; ans3: 28 [score]; ans4: 7 [score]; ans5: 4 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_37150956,Dyer,William,w.dyer@student.example.com,Finished,7 July 2025  9:52 PM,7 July 2025  10:14 PM,21 mins 46 secs,100.0,"Variable 1: \({6,750}\)     Variable 2: \({1,534}\)    Questions: \({10}\) and \({9}\)   ",Seed: 553990; ans1: 5400 [score]; ans2: 4 [score]; ans3: 2 [score]; ans4: 6750 [score]; ans5: 3 [score]; ans6: 28 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 553990; ans1: 5400 [score]; ans2: 4 [score]; ans3: 2 [score]; ans4: 6750 [score]; ans5: 3 [score]; ans6: 28 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_36764358,Schultz,Angela,a.schultz@student.example.com,Finished,7 July 2025  10:03 PM,7 July 2025  10:11 PM,8 mins 18 secs,50.0,"Variable 1: \({8,120}\)     Variable 2: \({1,532}\)    Questions: \({10}\) and \({6}\)   ",Seed: 319547; ans1: 6496 [score]; ans2: 4 [score]; ans3: 8 [score]; ans4: 500 [score]; ans5: 2 [score]; ans6: 22 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 0 | prt4-1-F | prt4-2-F; prt5: # = 1 | prt5-1-T; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 319547; ans1: 6496 [score]; ans2: 4 [score]; ans3: 2 [score]; ans4: 7308 [score]; ans5: 2 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_96284148,Turner,Doris,d.turner@student.example.com,Finished,7 July 2025  10:29 PM,7 July 2025  10:52 PM,23 mins 26 secs,100.0,"Variable 1: \({9,071}\)     Variable 2: \({2,016}\)    Questions: \({9}\) and \({8}\)   ",Seed: 923059; ans1: 9071 [score]; ans2: 3 [score]; ans3: 28 [score]; ans4: 16 [score]; ans5: 3 [score]; ans6: 24 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 923059; ans1: 9071 [score]; ans2: 3 [score]; ans3: 28 [score]; ans4: 16 [score]; ans5: 3 [score]; ans6: 24 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_25785041,Mcknight,Jonathan,j.mcknight@student.example.com,Finished,8 July 2025  9:50 AM,9 July 2025  5:00 PM,1 day 7 hours,100.0,"Variable 1: \({13,093}\)     Variable 2: \({2,381}\)    Questions: \({6}\) and \({7}\)   ",Seed: 46557; ans1: 11784 [score]; ans2: 2 [score]; ans3: 8 [score]; ans4: 834 [score]; ans5: 2 [score]; ans6: 31 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 46557; ans1: 11784 [score]; ans2: 2 [score]; ans3: 8 [score]; ans4: 833 [score]; ans5: 2 [score]; ans6: 31 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_38803723,Harris,Todd,t.harris@student.example.com,Finished,8 July 2025  12:06 PM,8 July 2025  12:18 PM,11 mins 25 secs,83.33,"Variable 1: \({7,040}\)     Variable 2: \({1,257}\)    Questions: \({4}\) and \({6}\)   ",Seed: 387547; ans1: 141 [score]; ans2: 1 [score]; ans3: 2 [score]; ans4: 6336 [score]; ans5: 2 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 387547; ans1: 141 [score]; ans2: 1 [score]; ans3: 8 [score]; ans4: 6336 [score]; ans5: 2 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_61758217,Davenport,Caitlin,c.davenport@student.example.com,Finished,8 July 2025  1:43 PM,8 July 2025  1:52 PM,8 mins 35 secs,100.0,"Variable 1: \({7,198}\)     Variable 2: \({837}\)    Questions: \({5}\) and \({4}\)   ",Seed: 101995; ans1: 360 [score]; ans2: 1 [score]; ans3: 26 [score]; ans4: 144 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 101995; ans1: 360 [score]; ans2: 1 [score]; ans3: 26 [score]; ans4: 144 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_69752164,Anderson,Jessica,j.anderson@student.example.com,Finished,8 July 2025  2:25 PM,9 July 2025  12:51 PM,22 hours 26 mins,100.0,"Variable 1: \({19,556}\)     Variable 2: \({3,556}\)    Questions: \({2}\) and \({5}\)   ",Seed: 211856; ans1: 234672 [score]; ans2: 1 [score]; ans3: 3 [score]; ans4: 978 [score]; ans5: 1 [score]; ans6: 26 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 211856; ans1: 234672 [score]; ans2: 1 [score]; ans3: 3 [score]; ans4: 978 [score]; ans5: 1 [score]; ans6: 26 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_87345354,George,Christine,c.george@student.example.com,Finished,8 July 2025  2:57 PM,8 July 2025  3:03 PM,5 mins 43 secs,33.33,"Variable 1: \({5,831}\)     Variable 2: \({788}\)    Questions: \({7}\) and \({6}\)   ",Seed: 853579; ans1: 7 [score]; ans2: 2 [score]; ans3: 8 [score]; ans4: 552 [score]; ans5: 2 [score]; ans6: 26 [score]; prt1: # = 0 | prt1-1-F | prt1-2-F; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 0 | prt4-1-F | prt4-2-F; prt5: # = 1 | prt5-1-T; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 853579; ans1: 276 [score]; ans2: 2 [score]; ans3: 31 [score]; ans4: 5248 [score]; ans5: 2 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_93135410,Lee,Destiny,d.lee@student.example.com,Finished,8 July 2025  3:51 PM,8 July 2025  4:03 PM,12 mins 6 secs,50.0,"Variable 1: \({10,898}\)     Variable 2: \({1,703}\)    Questions: \({2}\) and \({7}\)   ",Seed: 866155; ans1: 130776 [score]; ans2: 1 [score]; ans3: 8 [score]; ans4: 511 [score]; ans5: 2 [score]; ans6: 25 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 0 | prt4-1-F | prt4-2-F; prt5: # = 1 | prt5-1-T; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 866155; ans1: 130776 [score]; ans2: 1 [score]; ans3: 3 [score]; ans4: 596 [score]; ans5: 2 [score]; ans6: 31 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_36189854,Johnson,Kevin,k.johnson@student.example.com,Finished,8 July 2025  4:01 PM,8 July 2025  5:27 PM,1 hour 26 mins,66.67,"Variable 1: \({5,015}\)     Variable 2: \({539}\)    Questions: \({6}\) and \({5}\)   ",Seed: 706646; ans1: 5000 [score]; ans2: 2 [score]; ans3: 8 [score]; ans4: 101 [score]; ans5: 1 [score]; ans6: 26 [score]; prt1: # = 0 | prt1-1-F | prt1-2-F; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 0 | prt4-1-F | prt4-2-F; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 706646; ans1: 4514 [score]; ans2: 2 [score]; ans3: 8 [score]; ans4: 251 [score]; ans5: 1 [score]; ans6: 26 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_92849443,Castillo,Laura,l.castillo@student.example.com,Finished,8 July 2025  5:56 PM,8 July 2025  6:03 PM,6 mins 17 secs,100.0,"Variable 1: \({9,239}\)     Variable 2: \({1,050}\)    Questions: \({5}\) and \({8}\)   ",Seed: 403670; ans1: 462 [score]; ans2: 1 [score]; ans3: 26 [score]; ans4: 32 [score]; ans5: 3 [score]; ans6: 24 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 403670; ans1: 462 [score]; ans2: 1 [score]; ans3: 26 [score]; ans4: 31 [score]; ans5: 3 [score]; ans6: 24 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_13686262,Knapp,Sharon,s.knapp@student.example.com,Finished,8 July 2025  6:00 PM,8 July 2025  6:04 PM,4 mins 48 secs,83.33,"Variable 1: \({9,629}\)     Variable 2: \({1,605}\)    Questions: \({1}\) and \({3}\)   ",Seed: 29871; ans1: 2 [score]; ans2: 1 [score]; ans3: 3 [score]; ans4: 39 [score]; ans5: 1 [score]; ans6: 17 [score]; prt1: # = 1 | prt1-1-F | prt1-2-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 29871; ans1: 3210 [score]; ans2: 1 [score]; ans3: 3 [score]; ans4: 39 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_27881126,Coleman,Olivia,o.coleman@student.example.com,Finished,8 July 2025  6:21 PM,8 July 2025  6:54 PM,33 mins 7 secs,50.0,"Variable 1: \({6,742}\)     Variable 2: \({887}\)    Questions: \({6}\) and \({1}\)   ",Seed: 737104; ans1: 5000 [score]; ans2: 2 [score]; ans3: 20 [score]; ans4: 2 [score]; ans5: 1 [score]; ans6: 16 [score]; prt1: # = 0 | prt1-1-F | prt1-2-F; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 1 | prt4-1-F | prt4-2-T; prt5: # = 1 | prt5-1-T; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 737104; ans1: 6068 [score]; ans2: 2 [score]; ans3: 8 [score]; ans4: 1774 [score]; ans5: 1 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_57237585,Mccullough,Mark,m.mccullough@student.example.com,Finished,8 July 2025  8:03 PM,8 July 2025  8:37 PM,33 mins 40 secs,100.0,"Variable 1: \({16,838}\)     Variable 2: \({2,760}\)    Questions: \({6}\) and \({8}\)   ",Seed: 538502; ans1: 15154 [score]; ans2: 2 [score]; ans3: 8 [score]; ans4: 21 [score]; ans5: 3 [score]; ans6: 24 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 538502; ans1: 15154 [score]; ans2: 2 [score]; ans3: 8 [score]; ans4: 21 [score]; ans5: 3 [score]; ans6: 24 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_41514307,Fields,Nancy,n.fields@student.example.com,Finished,8 July 2025  8:41 PM,8 July 2025  9:20 PM,39 mins 4 secs,100.0,"Variable 1: \({8,711}\)     Variable 2: \({917}\)    Questions: \({11}\) and \({2}\)   ",Seed: 467241; ans1: 9 [score]; ans2: 4 [score]; ans3: 3 [score]; ans4: 104532 [score]; ans5: 1 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 467241; ans1: 9 [score]; ans2: 4 [score]; ans3: 3 [score]; ans4: 104532 [score]; ans5: 1 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_43110593,Oliver,Denise,d.oliver@student.example.com,Finished,8 July 2025  9:36 PM,8 July 2025  10:22 PM,46 mins 21 secs,100.0,"Variable 1: \({7,936}\)     Variable 2: \({810}\)    Questions: \({9}\) and \({2}\)   ",Seed: 756014; ans1: 7936 [score]; ans2: 3 [score]; ans3: 28 [score]; ans4: 95232 [score]; ans5: 1 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 756014; ans1: 7936 [score]; ans2: 3 [score]; ans3: 28 [score]; ans4: 95232 [score]; ans5: 1 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_91392178,Nicholson,Elizabeth,e.nicholson@student.example.com,Finished,8 July 2025  10:36 PM,8 July 2025  11:09 PM,32 mins 52 secs,33.33,"Variable 1: \({13,757}\)     Variable 2: \({2,332}\)    Questions: \({1}\) and \({9}\)   ",Seed: 975850; ans1: 5 [score]; ans2: 1 [score]; ans3: 7 [score]; ans4: 13757 [score]; ans5: 2 [score]; ans6: 38 [score]; prt1: # = 0 | prt1-1-F | prt1-2-F; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 1 | prt4-1-T; prt5: # = 0 | prt5-1-F; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 975850; ans1: 4664 [score]; ans2: 1 [score]; ans3: 3 [score]; ans4: 13757 [score]; ans5: 3 [score]; ans6: 28 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_29638290,Lee,Heather,h.lee@student.example.com,Finished,8 July 2025  10:45 PM,8 July 2025  11:36 PM,51 mins 3 secs,83.33,"Variable 1: \({18,046}\)     Variable 2: \({3,609}\)    Questions: \({7}\) and \({8}\)   ",Seed: 392905; ans1: 1264 [score]; ans2: 2 [score]; ans3: 36 [score]; ans4: 17.5 [invalid]; ans5: 3 [score]; ans6: 24 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: !; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 392905; ans1: 1263 [score]; ans2: 2 [score]; ans3: 31 [score]; ans4: 18 [score]; ans5: 3 [score]; ans6: 24 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_17096534,Castro,Ronald,r.castro@student.example.com,Finished,9 July 2025  4:22 AM,9 July 2025  4:25 AM,2 mins 10 secs,66.67,"Variable 1: \({16,191}\)     Variable 2: \({1,999}\)    Questions: \({6}\) and \({3}\)   ",Seed: 197350; ans1: 500  [score]; ans2: 2 [score]; ans3: 9 [score]; ans4: 65 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 0 | prt1-1-F | prt1-2-F; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 197350; ans1: 14572 [score]; ans2: 2 [score]; ans3: 8 [score]; ans4: 65 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_41269352,Cooper,Peter,p.cooper@student.example.com,Finished,9 July 2025  5:26 AM,9 July 2025  5:34 AM,7 mins 24 secs,66.67,"Variable 1: \({6,574}\)     Variable 2: \({967}\)    Questions: \({1}\) and \({5}\)   ",Seed: 77854; ans1: 2 [score]; ans2: 1 [score]; ans3: 9 [score]; ans4: 329 [score]; ans5: 1 [score]; ans6: 27 [score]; prt1: # = 1 | prt1-1-F | prt1-2-T; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 77854; ans1: 1934 [score]; ans2: 1 [score]; ans3: 3 [score]; ans4: 329 [score]; ans5: 1 [score]; ans6: 26 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_19619727,Cardenas,Elizabeth,e.cardenas@student.example.com,Finished,9 July 2025  10:18 AM,9 July 2025  10:29 AM,11 mins 24 secs,100.0,"Variable 1: \({8,456}\)     Variable 2: \({1,143}\)    Questions: \({10}\) and \({11}\)   ",Seed: 641690; ans1: 6765 [score]; ans2: 4 [score]; ans3: 2 [score]; ans4: 9 [score]; ans5: 4 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 641690; ans1: 6765 [score]; ans2: 4 [score]; ans3: 2 [score]; ans4: 8 [score]; ans5: 4 [score]; ans6: 3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_54729471,Glenn,Erin,e.glenn@student.example.com,Finished,9 July 2025  12:16 PM,9 July 2025  12:39 PM,22 mins 56 secs,66.67,"Variable 1: \({6,287}\)     Variable 2: \({806}\)    Questions: \({4}\) and \({8}\)   ",Seed: 542784; ans1: 126 [score]; ans2: 1 [score]; ans3: 26 [score]; ans4: 28 [score]; ans5: 3 [score]; ans6: 29 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 0 | prt6-1-F | prt6-2-F,Seed: 542784; ans1: 126 [score]; ans2: 1 [score]; ans3: 8 [score]; ans4: 27 [score]; ans5: 3 [score]; ans6: 24 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_54053637,Smith,Michelle,m.smith@student.example.com,Finished,9 July 2025  12:20 PM,9 July 2025  12:48 PM,28 mins 5 secs,83.33,"Variable 1: \({7,095}\)     Variable 2: \({1,109}\)    Questions: \({11}\) and \({9}\)   ",Seed: 26521; ans1: 8 [score]; ans2: 4 [score]; ans3: 3 [score]; ans4: 14190 [score]; ans5: 3 [score]; ans6: 28 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 0 | prt4-1-F | prt4-2-F; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 26521; ans1: 7 [score]; ans2: 4 [score]; ans3: 3 [score]; ans4: 7095 [score]; ans5: 3 [score]; ans6: 28 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_86172822,Torres,Michael,m.torres@student.example.com,Finished,9 July 2025  1:42 PM,9 July 2025  1:54 PM,11 mins 30 secs,66.67,"Variable 1: \({14,206}\)     Variable 2: \({2,492}\)    Questions: \({9}\) and \({4}\)   ",Seed: 421162; ans1: 14206 [score]; ans2: 2 [score]; ans3: 36 [score]; ans4: 285 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 0 | prt2-1-F; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 421162; ans1: 14206 [score]; ans2: 3 [score]; ans3: 28 [score]; ans4: 284 [score]; ans5: 1 [score]; ans6: 8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_30846586,Scott,Jeffrey,j.scott@student.example.com,Finished,9 July 2025  2:05 PM,9 July 2025  2:29 PM,23 mins 10 secs,83.33,"Variable 1: \({13,663}\)     Variable 2: \({2,530}\)    Questions: \({4}\) and \({8}\)   ",Seed: 193707; ans1: 274 [score]; ans2: 1 [score]; ans3: 15 [score]; ans4: 19 [score]; ans5: 3 [score]; ans6: 24 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 0 | prt3-1-F | prt3-2-F; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 193707; ans1: 273 [score]; ans2: 1 [score]; ans3: 8 [score]; ans4: 19 [score]; ans5: 3 [score]; ans6: 24 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
id_83240469,Blanchard,Jane,j.blanchard@student.example.com,Finished,9 July 2025  2:10 PM,9 July 2025  2:34 PM,24 mins 18 secs,100.0,"Variable 1: \({15,749}\)     Variable 2: \({2,218}\)    Questions: \({11}\) and \({8}\)   ",Seed: 276851; ans1: 16 [score]; ans2: 4 [score]; ans3: 3 [score]; ans4: 25 [score]; ans5: 3 [score]; ans6: 24 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T,Seed: 276851; ans1: 16 [score]; ans2: 4 [score]; ans3: 3 [score]; ans4: 25 [score]; ans5: 3 [score]; ans6: 24 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T; prt6: # = 1 | prt6-1-T
